# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 793000    9.79e-02  1.06e-01    3.68e-02  4.10e-02    3.34e-02  2.87e-02    1.5e-06
 793100    9.61e-02  4.28e-02    3.60e-02  9.93e-03    3.34e-02  3.09e-02    1.5e-06
 793200    9.76e-02  4.55e-02    3.67e-02  9.25e-04    3.34e-02  3.98e-02    1.5e-06
 793300    9.75e-02  7.99e-02    3.66e-02  3.14e-02    3.34e-02  1.85e-02    1.5e-06
 793400    9.69e-02  9.71e-02    3.64e-02  3.79e-02    3.34e-02  2.52e-02    1.5e-06
 793500    9.76e-02  7.09e-02    3.67e-02  2.43e-02    3.34e-02  3.37e-02    1.5e-06
 793600    9.69e-02  1.03e-01    3.64e-02  4.07e-02    3.34e-02  2.20e-02    1.5e-06
 793700    9.82e-02  5.82e-02    3.69e-02  2.19e-02    3.35e-02  1.99e-02    1.5e-06
 793800    9.72e-02  7.09e-02    3.65e-02  2.63e-02    3.35e-02  2.62e-02    1.5e-06
 793900    9.72e-02  8.45e-02    3.65e-02  3.10e-02    3.35e-02  3.23e-02    1.5e-06
 794000    9.80e-02  2.47e-02    3.69e-02  1.21e-03    3.35e-02  2.15e-02    1.5e-06
 794100    9.67e-02  2.94e-01    3.63e-02  1.18e-01    3.35e-02  4.42e-02    1.5e-06
 794200    9.87e-02  2.38e-02    3.71e-02  2.46e-03    3.36e-02  2.02e-02    1.5e-06
 794300    9.89e-02  1.09e-01    3.72e-02  4.13e-02    3.36e-02  3.47e-02    1.5e-06
 794400    9.88e-02  1.28e-01    3.72e-02  5.17e-02    3.36e-02  1.74e-02    1.5e-06
 794500    9.91e-02  5.52e-02    3.73e-02  1.77e-02    3.36e-02  3.01e-02    1.5e-06
 794600    9.84e-02  3.44e-02    3.70e-02  1.06e-02    3.36e-02  1.99e-02    1.5e-06
 794700    9.83e-02  6.37e-02    3.69e-02  2.39e-02    3.36e-02  2.19e-02    1.5e-06
 794800    9.78e-02  1.82e-01    3.68e-02  7.01e-02    3.36e-02  5.20e-02    1.5e-06
 794900    9.84e-02  3.41e-02    3.70e-02  7.57e-03    3.36e-02  2.51e-02    1.5e-06
 795000    9.83e-02  1.13e-01    3.70e-02  4.52e-02    3.36e-02  2.10e-02    1.4e-06
 795100    9.85e-02  6.50e-02    3.71e-02  2.49e-02    3.36e-02  1.99e-02    1.4e-06
 795200    9.92e-02  5.44e-02    3.74e-02  1.57e-02    3.36e-02  3.38e-02    1.4e-06
 795300    9.81e-02  6.73e-02    3.69e-02  2.27e-02    3.36e-02  3.33e-02    1.4e-06
 795400    9.81e-02  1.81e-01    3.69e-02  7.38e-02    3.36e-02  1.34e-02    1.4e-06
 795500    9.96e-02  1.67e-01    3.76e-02  5.61e-02    3.36e-02  8.32e-02    1.4e-06
 795600    9.89e-02  1.67e-01    3.73e-02  6.17e-02    3.36e-02  6.31e-02    1.4e-06
 795700    9.85e-02  3.45e-02    3.71e-02  9.49e-03    3.36e-02  2.25e-02    1.4e-06
 795800    9.67e-02  9.00e-02    3.63e-02  3.32e-02    3.35e-02  3.40e-02    1.4e-06
 795900    9.69e-02  5.60e-02    3.64e-02  1.89e-02    3.36e-02  2.77e-02    1.4e-06
 796000    9.72e-02  4.43e-02    3.65e-02  1.48e-02    3.36e-02  2.25e-02    1.4e-06
 796100    9.70e-02  1.00e-01    3.64e-02  3.88e-02    3.36e-02  2.77e-02    1.4e-06
 796200    9.82e-02  2.33e-01    3.70e-02  9.23e-02    3.36e-02  4.84e-02    1.4e-06
 796300    1.00e-01  8.58e-02    3.77e-02  3.42e-02    3.37e-02  1.62e-02    1.4e-06
 796400    1.00e-01  6.62e-02    3.79e-02  1.49e-02    3.37e-02  4.87e-02    1.4e-06
 796500    9.94e-02  1.77e-02    3.75e-02  1.42e-04    3.37e-02  1.56e-02    1.4e-06
 796600    9.84e-02  2.90e-02    3.70e-02  8.42e-03    3.36e-02  1.79e-02    1.4e-06
 796700    9.95e-02  4.22e-02    3.75e-02  2.88e-03    3.37e-02  3.66e-02    1.4e-06
 796800    9.95e-02  5.58e-02    3.75e-02  2.16e-02    3.37e-02  1.59e-02    1.4e-06
 796900    9.87e-02  5.53e-02    3.72e-02  5.84e-03    3.37e-02  4.71e-02    1.4e-06
 797000    1.00e-01  2.36e-02    3.78e-02  3.93e-03    3.38e-02  1.90e-02    1.4e-06
 797100    1.00e-01  1.21e-01    3.77e-02  4.78e-02    3.37e-02  2.58e-02    1.4e-06
 797200    9.85e-02  2.86e-02    3.71e-02  8.36e-03    3.37e-02  1.76e-02    1.4e-06
 797300    9.82e-02  6.64e-02    3.69e-02  2.39e-02    3.37e-02  2.77e-02    1.4e-06
 797400    9.87e-02  1.50e-01    3.71e-02  5.97e-02    3.37e-02  2.94e-02    1.4e-06
 797500    1.00e-01  9.49e-02    3.79e-02  3.60e-02    3.37e-02  3.08e-02    1.4e-06
 797600    1.01e-01  5.36e-02    3.81e-02  5.81e-03    3.37e-02  4.56e-02    1.4e-06
 797700    1.01e-01  2.96e-02    3.81e-02  7.15e-03    3.37e-02  2.11e-02    1.4e-06
 797800    1.01e-01  3.73e-02    3.80e-02  1.40e-02    3.37e-02  1.31e-02    1.4e-06
 797900    9.96e-02  4.60e-02    3.76e-02  8.89e-03    3.37e-02  3.57e-02    1.4e-06
 798000    1.01e-01  4.40e-02    3.80e-02  1.39e-02    3.37e-02  2.46e-02    1.4e-06
 798100    9.89e-02  6.33e-02    3.72e-02  1.32e-02    3.37e-02  4.79e-02    1.4e-06
 798200    9.88e-02  9.67e-02    3.72e-02  3.79e-02    3.37e-02  2.36e-02    1.4e-06
 798300    9.89e-02  1.54e-01    3.73e-02  6.24e-02    3.36e-02  1.80e-02    1.4e-06
 798400    9.97e-02  6.78e-02    3.76e-02  1.93e-02    3.37e-02  4.27e-02    1.4e-06
 798500    9.86e-02  4.43e-02    3.71e-02  1.48e-02    3.37e-02  2.23e-02    1.4e-06
 798600    9.78e-02  4.71e-02    3.68e-02  1.75e-02    3.36e-02  1.72e-02    1.4e-06
 798700    9.67e-02  4.21e-02    3.63e-02  1.47e-02    3.36e-02  1.92e-02    1.4e-06
 798800    9.65e-02  2.35e-01    3.62e-02  9.08e-02    3.36e-02  6.82e-02    1.4e-06
 798900    9.66e-02  4.10e-02    3.62e-02  3.87e-03    3.36e-02  3.51e-02    1.4e-06
 799000    9.60e-02  8.63e-02    3.60e-02  3.38e-02    3.36e-02  2.19e-02    1.4e-06
 799100    9.52e-02  3.68e-02    3.56e-02  2.42e-03    3.36e-02  3.20e-02    1.4e-06
 799200    9.55e-02  9.62e-02    3.58e-02  3.77e-02    3.35e-02  2.37e-02    1.4e-06
 799300    9.50e-02  1.25e-01    3.55e-02  4.95e-02    3.35e-02  2.70e-02    1.4e-06
 799400    9.58e-02  1.10e-01    3.59e-02  4.41e-02    3.35e-02  1.82e-02    1.4e-06
 799500    9.55e-02  3.17e-02    3.57e-02  1.09e-02    3.35e-02  1.51e-02    1.4e-06
 799600    9.65e-02  2.13e-01    3.62e-02  8.51e-02    3.35e-02  3.99e-02    1.4e-06
 799700    9.81e-02  6.70e-02    3.69e-02  2.64e-02    3.36e-02  1.56e-02    1.4e-06
 799800    9.74e-02  7.02e-02    3.66e-02  2.68e-02    3.35e-02  2.18e-02    1.4e-06
 799900    9.88e-02  4.41e-02    3.72e-02  1.71e-02    3.36e-02  1.24e-02    1.4e-06
 800000    9.81e-02  1.55e-01    3.70e-02  6.24e-02    3.35e-02  2.05e-02    1.4e-06
 800100    9.95e-02  4.22e-02    3.76e-02  2.34e-03    3.36e-02  3.70e-02    1.4e-06
 800200    9.96e-02  1.77e-01    3.76e-02  6.89e-02    3.36e-02  4.74e-02    1.4e-06
 800300    9.90e-02  6.93e-02    3.74e-02  2.58e-02    3.36e-02  2.54e-02    1.4e-06
 800400    9.78e-02  1.07e-01    3.68e-02  4.29e-02    3.36e-02  1.63e-02    1.4e-06
 800500    9.74e-02  8.40e-02    3.66e-02  2.92e-02    3.36e-02  3.92e-02    1.4e-06
 800600    9.74e-02  1.03e-01    3.66e-02  3.84e-02    3.36e-02  3.70e-02    1.4e-06
 800700    9.61e-02  4.14e-02    3.61e-02  3.17e-03    3.35e-02  3.60e-02    1.4e-06
 800800    9.56e-02  4.28e-02    3.59e-02  1.49e-02    3.35e-02  1.96e-02    1.4e-06
 800900    9.58e-02  5.03e-02    3.59e-02  1.81e-02    3.35e-02  2.09e-02    1.4e-06
 801000    9.53e-02  1.27e-01    3.57e-02  5.09e-02    3.35e-02  2.19e-02    1.4e-06
 801100    9.38e-02  2.88e-02    3.51e-02  7.93e-03    3.34e-02  1.88e-02    1.4e-06
 801200    9.51e-02  8.86e-02    3.57e-02  3.44e-02    3.35e-02  2.40e-02    1.4e-06
 801300    9.54e-02  2.14e-02    3.58e-02  2.68e-03    3.35e-02  1.80e-02    1.4e-06
 801400    9.54e-02  1.35e-01    3.58e-02  5.33e-02    3.35e-02  3.00e-02    1.4e-06
 801500    9.59e-02  2.93e-02    3.60e-02  9.89e-03    3.35e-02  1.46e-02    1.4e-06
 801600    9.42e-02  3.66e-02    3.53e-02  1.16e-02    3.35e-02  2.05e-02    1.4e-06
 801700    9.41e-02  8.02e-02    3.52e-02  3.11e-02    3.35e-02  2.25e-02    1.4e-06
 801800    9.43e-02  1.35e-01    3.53e-02  5.39e-02    3.35e-02  2.61e-02    1.4e-06
 801900    9.39e-02  1.45e-01    3.51e-02  5.84e-02    3.35e-02  2.25e-02    1.4e-06
 802000    9.41e-02  8.74e-02    3.52e-02  3.53e-02    3.35e-02  1.09e-02    1.4e-06
 802100    9.46e-02  1.19e-01    3.54e-02  4.76e-02    3.35e-02  2.14e-02    1.4e-06
 802200    9.50e-02  5.03e-02    3.56e-02  1.35e-02    3.35e-02  3.35e-02    1.4e-06
 802300    9.45e-02  5.26e-02    3.54e-02  1.99e-02    3.35e-02  1.76e-02    1.4e-06
 802400    9.57e-02  1.76e-01    3.59e-02  7.04e-02    3.36e-02  2.94e-02    1.4e-06
 802500    9.68e-02  9.12e-02    3.64e-02  1.27e-02    3.36e-02  7.60e-02    1.4e-06
 802600    9.57e-02  1.34e-01    3.59e-02  5.36e-02    3.36e-02  2.23e-02    1.4e-06
 802700    9.54e-02  8.11e-02    3.57e-02  2.89e-02    3.35e-02  3.51e-02    1.4e-06
 802800    9.63e-02  8.41e-02    3.62e-02  3.24e-02    3.36e-02  2.50e-02    1.4e-06
 802900    9.75e-02  1.29e-01    3.67e-02  5.15e-02    3.36e-02  2.48e-02    1.4e-06
 803000    9.73e-02  1.30e-01    3.66e-02  5.10e-02    3.36e-02  3.07e-02    1.4e-06
 803100    9.66e-02  2.00e-01    3.63e-02  8.11e-02    3.36e-02  2.30e-02    1.4e-06
 803200    9.69e-02  8.12e-02    3.64e-02  3.27e-02    3.36e-02  1.17e-02    1.4e-06
 803300    9.64e-02  1.27e-01    3.62e-02  5.02e-02    3.36e-02  2.74e-02    1.4e-06
 803400    9.64e-02  1.24e-01    3.62e-02  4.86e-02    3.36e-02  3.19e-02    1.4e-06
 803500    9.74e-02  3.66e-01    3.66e-02  1.46e-01    3.36e-02  6.66e-02    1.4e-06
 803600    9.71e-02  4.45e-02    3.65e-02  1.65e-02    3.36e-02  1.68e-02    1.4e-06
 803700    9.75e-02  1.04e-01    3.67e-02  4.11e-02    3.36e-02  2.41e-02    1.4e-06
 803800    9.75e-02  8.84e-02    3.67e-02  3.33e-02    3.36e-02  3.05e-02    1.4e-06
 803900    9.76e-02  1.40e-01    3.67e-02  5.55e-02    3.37e-02  2.85e-02    1.4e-06
 804000    9.79e-02  3.39e-02    3.68e-02  1.11e-02    3.37e-02  1.79e-02    1.4e-06
 804100    9.67e-02  7.97e-02    3.63e-02  2.33e-02    3.36e-02  4.93e-02    1.4e-06
 804200    9.76e-02  2.34e-02    3.67e-02  3.78e-03    3.37e-02  1.90e-02    1.4e-06
 804300    9.71e-02  1.48e-01    3.65e-02  6.01e-02    3.36e-02  1.50e-02    1.4e-06
 804400    9.75e-02  1.75e-01    3.67e-02  7.04e-02    3.37e-02  2.42e-02    1.4e-06
 804500    9.75e-02  1.44e-01    3.67e-02  5.76e-02    3.36e-02  2.33e-02    1.4e-06
 804600    9.72e-02  6.34e-02    3.65e-02  5.91e-03    3.36e-02  5.47e-02    1.4e-06
 804700    9.82e-02  9.76e-02    3.70e-02  3.82e-02    3.37e-02  2.47e-02    1.4e-06
 804800    9.88e-02  8.44e-02    3.72e-02  3.20e-02    3.37e-02  2.78e-02    1.4e-06
 804900    9.71e-02  2.62e-02    3.65e-02  3.14e-03    3.36e-02  2.22e-02    1.4e-06
 805000    9.84e-02  1.31e-01    3.71e-02  4.99e-02    3.37e-02  4.27e-02    1.3e-06
 805100    9.72e-02  5.48e-02    3.66e-02  1.93e-02    3.37e-02  2.47e-02    1.3e-06
 805200    9.79e-02  1.56e-01    3.69e-02  6.30e-02    3.37e-02  2.15e-02    1.3e-06
 805300    9.76e-02  7.47e-02    3.67e-02  2.27e-02    3.37e-02  4.45e-02    1.3e-06
 805400    9.81e-02  6.63e-02    3.69e-02  2.48e-02    3.37e-02  2.39e-02    1.3e-06
 805500    9.94e-02  6.75e-02    3.75e-02  2.25e-02    3.38e-02  3.47e-02    1.3e-06
 805600    9.81e-02  4.53e-02    3.70e-02  6.56e-03    3.37e-02  3.77e-02    1.3e-06
 805700    9.71e-02  6.64e-02    3.65e-02  2.58e-02    3.37e-02  1.82e-02    1.3e-06
 805800    9.58e-02  3.73e-02    3.60e-02  9.96e-03    3.37e-02  2.52e-02    1.3e-06
 805900    9.56e-02  7.71e-02    3.59e-02  2.92e-02    3.37e-02  2.57e-02    1.3e-06
 806000    9.56e-02  6.24e-02    3.59e-02  1.93e-02    3.37e-02  3.61e-02    1.3e-06
 806100    9.56e-02  2.67e-02    3.59e-02  7.39e-03    3.37e-02  1.75e-02    1.3e-06
 806200    9.49e-02  4.48e-02    3.56e-02  1.65e-02    3.37e-02  1.71e-02    1.3e-06
 806300    9.47e-02  1.80e-01    3.55e-02  7.08e-02    3.37e-02  4.40e-02    1.3e-06
 806400    9.51e-02  1.31e-01    3.56e-02  5.25e-02    3.37e-02  2.39e-02    1.3e-06
 806500    9.48e-02  5.84e-02    3.55e-02  1.64e-03    3.37e-02  5.19e-02    1.3e-06
 806600    9.51e-02  8.18e-02    3.56e-02  2.56e-02    3.37e-02  4.67e-02    1.3e-06
 806700    9.43e-02  3.64e-02    3.53e-02  9.09e-03    3.37e-02  2.56e-02    1.3e-06
 806800    9.46e-02  1.46e-01    3.54e-02  5.87e-02    3.37e-02  2.42e-02    1.3e-06
 806900    9.54e-02  2.08e-01    3.57e-02  8.40e-02    3.37e-02  2.73e-02    1.3e-06
 807000    9.66e-02  5.38e-02    3.63e-02  2.07e-02    3.38e-02  1.59e-02    1.3e-06
 807100    9.61e-02  1.06e-01    3.61e-02  4.22e-02    3.38e-02  1.91e-02    1.3e-06
 807200    9.71e-02  5.85e-02    3.65e-02  1.51e-02    3.38e-02  4.04e-02    1.3e-06
 807300    9.93e-02  6.18e-02    3.75e-02  2.14e-02    3.39e-02  2.93e-02    1.3e-06
 807400    1.00e-01  4.16e-02    3.78e-02  1.19e-02    3.39e-02  2.64e-02    1.3e-06
 807500    9.95e-02  8.32e-02    3.76e-02  3.37e-02    3.38e-02  8.63e-03    1.3e-06
 807600    9.76e-02  1.13e-01    3.67e-02  4.47e-02    3.38e-02  2.50e-02    1.3e-06
 807700    9.68e-02  1.62e-01    3.64e-02  6.44e-02    3.37e-02  3.18e-02    1.3e-06
 807800    9.63e-02  4.63e-02    3.61e-02  4.85e-03    3.37e-02  3.99e-02    1.3e-06
 807900    9.60e-02  1.32e-01    3.60e-02  4.74e-02    3.37e-02  5.64e-02    1.3e-06
 808000    9.68e-02  7.13e-02    3.64e-02  2.80e-02    3.38e-02  1.70e-02    1.3e-06
 808100    9.60e-02  1.43e-01    3.60e-02  5.74e-02    3.37e-02  2.48e-02    1.3e-06
 808200    9.49e-02  2.92e-02    3.55e-02  6.01e-03    3.37e-02  2.24e-02    1.3e-06
 808300    9.52e-02  9.58e-02    3.57e-02  3.83e-02    3.37e-02  1.68e-02    1.3e-06
 808400    9.56e-02  1.25e-01    3.59e-02  4.98e-02    3.37e-02  2.52e-02    1.3e-06
 808500    9.63e-02  1.12e-01    3.61e-02  4.49e-02    3.38e-02  2.02e-02    1.3e-06
 808600    9.60e-02  5.46e-02    3.60e-02  1.73e-02    3.38e-02  3.08e-02    1.3e-06
 808700    9.55e-02  5.40e-02    3.58e-02  1.48e-02    3.38e-02  3.58e-02    1.3e-06
 808800    9.75e-02  1.20e-01    3.67e-02  4.87e-02    3.38e-02  9.60e-03    1.3e-06
 808900    9.79e-02  6.81e-02    3.68e-02  2.29e-02    3.38e-02  3.44e-02    1.3e-06
 809000    9.89e-02  9.16e-02    3.73e-02  3.10e-02    3.39e-02  4.58e-02    1.3e-06
 809100    9.75e-02  4.86e-02    3.67e-02  1.52e-02    3.39e-02  2.77e-02    1.3e-06
 809200    9.66e-02  5.27e-02    3.63e-02  2.02e-02    3.39e-02  1.64e-02    1.3e-06
 809300    9.71e-02  1.23e-01    3.65e-02  3.37e-02    3.39e-02  8.15e-02    1.3e-06
 809400    9.59e-02  9.30e-02    3.60e-02  3.35e-02    3.38e-02  3.89e-02    1.3e-06
 809500    9.60e-02  3.25e-02    3.60e-02  5.75e-03    3.38e-02  2.61e-02    1.3e-06
 809600    9.58e-02  3.37e-02    3.59e-02  6.00e-03    3.38e-02  2.70e-02    1.3e-06
 809700    9.57e-02  2.15e-01    3.59e-02  8.49e-02    3.38e-02  4.91e-02    1.3e-06
 809800    9.64e-02  3.06e-02    3.62e-02  6.93e-03    3.39e-02  2.27e-02    1.3e-06
 809900    9.61e-02  9.14e-02    3.60e-02  3.56e-02    3.38e-02  2.45e-02    1.3e-06
 810000    9.59e-02  4.94e-02    3.60e-02  1.94e-02    3.38e-02  1.23e-02    1.2e-06
 810100    9.62e-02  8.06e-02    3.61e-02  3.11e-02    3.38e-02  2.34e-02    1.2e-06
 810200    9.70e-02  1.56e-01    3.65e-02  6.21e-02    3.39e-02  3.07e-02    1.2e-06
 810300    9.68e-02  1.24e-01    3.64e-02  5.04e-02    3.39e-02  9.99e-03    1.2e-06
 810400    9.71e-02  1.21e-01    3.65e-02  4.87e-02    3.39e-02  1.94e-02    1.2e-06
 810500    9.77e-02  8.42e-02    3.68e-02  2.85e-02    3.39e-02  4.20e-02    1.2e-06
 810600    9.77e-02  1.98e-01    3.68e-02  8.04e-02    3.39e-02  1.38e-02    1.2e-06
 810700    9.82e-02  2.69e-02    3.70e-02  1.99e-03    3.40e-02  2.37e-02    1.2e-06
 810800    9.86e-02  1.80e-01    3.71e-02  7.24e-02    3.40e-02  2.76e-02    1.2e-06
 810900    9.78e-02  3.15e-02    3.68e-02  2.79e-03    3.39e-02  2.76e-02    1.2e-06
 811000    9.66e-02  1.11e-01    3.63e-02  4.32e-02    3.39e-02  3.05e-02    1.2e-06
 811100    9.63e-02  4.08e-02    3.61e-02  7.97e-03    3.39e-02  3.21e-02    1.2e-06
 811200    9.64e-02  4.19e-02    3.62e-02  1.51e-02    3.39e-02  1.78e-02    1.2e-06
 811300    9.68e-02  6.68e-02    3.64e-02  2.46e-02    3.40e-02  2.61e-02    1.2e-06
 811400    9.68e-02  5.96e-02    3.64e-02  2.35e-02    3.40e-02  1.40e-02    1.2e-06
 811500    9.78e-02  1.25e-01    3.68e-02  5.02e-02    3.40e-02  1.80e-02    1.2e-06
 811600    9.75e-02  3.32e-02    3.67e-02  7.05e-03    3.40e-02  2.54e-02    1.2e-06
 811700    9.76e-02  4.35e-02    3.67e-02  6.05e-03    3.40e-02  3.66e-02    1.2e-06
 811800    9.82e-02  8.73e-02    3.70e-02  1.67e-02    3.40e-02  6.90e-02    1.2e-06
 811900    9.73e-02  1.39e-01    3.66e-02  5.58e-02    3.40e-02  2.07e-02    1.2e-06
 812000    9.70e-02  1.03e-01    3.64e-02  3.60e-02    3.40e-02  4.70e-02    1.2e-06
 812100    9.82e-02  4.75e-02    3.70e-02  1.74e-02    3.40e-02  1.86e-02    1.2e-06
 812200    9.90e-02  5.45e-02    3.73e-02  1.47e-02    3.41e-02  3.67e-02    1.2e-06
 812300    9.98e-02  2.27e-02    3.77e-02  5.42e-03    3.41e-02  1.65e-02    1.2e-06
 812400    9.85e-02  1.42e-01    3.71e-02  5.22e-02    3.41e-02  5.62e-02    1.2e-06
 812500    9.94e-02  1.13e-01    3.75e-02  4.51e-02    3.41e-02  2.24e-02    1.2e-06
 812600    9.97e-02  1.04e-01    3.76e-02  3.88e-02    3.41e-02  3.85e-02    1.2e-06
 812700    9.91e-02  1.69e-02    3.74e-02  4.97e-03    3.41e-02  1.05e-02    1.2e-06
 812800    9.90e-02  3.93e-02    3.73e-02  9.98e-03    3.41e-02  2.76e-02    1.2e-06
 812900    9.88e-02  3.15e-02    3.72e-02  8.41e-03    3.40e-02  2.13e-02    1.2e-06
 813000    9.77e-02  8.98e-02    3.68e-02  3.46e-02    3.40e-02  2.65e-02    1.2e-06
 813100    9.75e-02  4.66e-02    3.66e-02  1.52e-02    3.40e-02  2.51e-02    1.2e-06
 813200    9.65e-02  4.75e-02    3.62e-02  1.69e-02    3.40e-02  2.11e-02    1.2e-06
 813300    9.67e-02  4.71e-02    3.63e-02  1.19e-02    3.40e-02  3.33e-02    1.2e-06
 813400    9.72e-02  4.34e-02    3.65e-02  1.00e-02    3.41e-02  3.20e-02    1.2e-06
 813500    9.72e-02  8.22e-02    3.65e-02  3.19e-02    3.41e-02  2.32e-02    1.2e-06
 813600    9.79e-02  1.38e-02    3.68e-02  1.73e-03    3.41e-02  1.18e-02    1.2e-06
 813700    9.86e-02  4.67e-02    3.71e-02  6.72e-03    3.41e-02  3.92e-02    1.2e-06
 813800    9.84e-02  2.86e-02    3.70e-02  5.55e-03    3.41e-02  2.25e-02    1.2e-06
 813900    9.83e-02  2.45e-02    3.70e-02  5.15e-03    3.41e-02  1.88e-02    1.2e-06
 814000    9.95e-02  1.95e-02    3.75e-02  1.91e-03    3.41e-02  1.69e-02    1.2e-06
 814100    9.91e-02  2.24e-01    3.73e-02  8.95e-02    3.41e-02  3.96e-02    1.2e-06
 814200    9.98e-02  3.48e-02    3.77e-02  8.35e-03    3.42e-02  2.52e-02    1.2e-06
 814300    9.95e-02  3.07e-02    3.75e-02  9.59e-03    3.42e-02  1.77e-02    1.2e-06
 814400    1.00e-01  8.18e-02    3.78e-02  3.15e-02    3.42e-02  2.43e-02    1.2e-06
 814500    1.00e-01  1.44e-01    3.78e-02  5.78e-02    3.42e-02  2.39e-02    1.2e-06
 814600    9.87e-02  4.08e-02    3.72e-02  1.06e-02    3.42e-02  2.83e-02    1.2e-06
 814700    9.88e-02  9.29e-02    3.72e-02  3.74e-02    3.42e-02  1.44e-02    1.2e-06
 814800    9.90e-02  1.01e-01    3.73e-02  3.95e-02    3.42e-02  2.49e-02    1.2e-06
 814900    9.99e-02  1.58e-01    3.77e-02  6.38e-02    3.42e-02  2.13e-02    1.2e-06
 815000    9.98e-02  2.47e-02    3.77e-02  6.96e-03    3.42e-02  1.61e-02    1.2e-06
 815100    1.01e-01  3.19e-02    3.80e-02  2.08e-03    3.42e-02  2.84e-02    1.2e-06
 815200    1.01e-01  3.71e-02    3.84e-02  1.21e-04    3.42e-02  3.34e-02    1.2e-06
 815300    1.02e-01  1.17e-01    3.86e-02  4.70e-02    3.42e-02  1.68e-02    1.2e-06
 815400    1.01e-01  2.79e-01    3.82e-02  1.12e-01    3.42e-02  4.58e-02    1.2e-06
 815500    9.98e-02  1.17e-01    3.77e-02  4.64e-02    3.42e-02  2.49e-02    1.2e-06
 815600    9.74e-02  8.51e-02    3.66e-02  3.38e-02    3.41e-02  1.82e-02    1.2e-06
 815700    9.77e-02  1.17e-01    3.68e-02  4.66e-02    3.41e-02  2.24e-02    1.2e-06
 815800    9.73e-02  7.82e-02    3.66e-02  2.65e-02    3.41e-02  3.91e-02    1.2e-06
 815900    9.61e-02  6.25e-02    3.61e-02  2.36e-02    3.41e-02  2.14e-02    1.2e-06
 816000    9.56e-02  1.36e-01    3.58e-02  5.15e-02    3.40e-02  4.57e-02    1.2e-06
 816100    9.58e-02  7.40e-02    3.59e-02  2.19e-02    3.40e-02  4.60e-02    1.2e-06
 816200    9.58e-02  4.68e-02    3.59e-02  1.71e-02    3.40e-02  1.87e-02    1.2e-06
 816300    9.55e-02  7.93e-02    3.58e-02  3.07e-02    3.40e-02  2.26e-02    1.2e-06
 816400    9.54e-02  3.75e-02    3.58e-02  1.27e-03    3.40e-02  3.36e-02    1.2e-06
 816500    9.62e-02  2.22e-02    3.61e-02  6.43e-03    3.40e-02  1.40e-02    1.2e-06
 816600    9.70e-02  1.46e-01    3.65e-02  5.84e-02    3.41e-02  2.69e-02    1.2e-06
 816700    9.58e-02  4.56e-02    3.59e-02  1.72e-02    3.40e-02  1.60e-02    1.2e-06
 816800    9.50e-02  8.53e-02    3.56e-02  3.39e-02    3.40e-02  1.80e-02    1.2e-06
 816900    9.76e-02  1.34e-01    3.67e-02  5.41e-02    3.41e-02  1.91e-02    1.2e-06
 817000    9.80e-02  4.58e-01    3.69e-02  1.86e-01    3.41e-02  4.80e-02    1.2e-06
 817100    9.79e-02  1.50e-01    3.68e-02  6.03e-02    3.41e-02  2.09e-02    1.2e-06
 817200    9.85e-02  1.47e-01    3.71e-02  5.91e-02    3.41e-02  2.46e-02    1.2e-06
 817300    9.88e-02  9.19e-02    3.72e-02  3.32e-02    3.41e-02  3.86e-02    1.2e-06
 817400    9.79e-02  1.14e-01    3.68e-02  4.49e-02    3.41e-02  2.76e-02    1.2e-06
 817500    9.87e-02  3.42e-02    3.72e-02  1.00e-02    3.41e-02  2.15e-02    1.2e-06
 817600    9.83e-02  1.15e-01    3.71e-02  4.63e-02    3.41e-02  1.88e-02    1.2e-06
 817700    9.71e-02  5.29e-02    3.65e-02  1.68e-02    3.40e-02  2.99e-02    1.2e-06
 817800    9.63e-02  4.14e-02    3.62e-02  1.50e-02    3.40e-02  1.73e-02    1.2e-06
 817900    9.59e-02  8.82e-02    3.60e-02  2.99e-02    3.40e-02  4.41e-02    1.2e-06
 818000    9.51e-02  2.93e-02    3.56e-02  4.74e-03    3.40e-02  2.42e-02    1.2e-06
 818100    9.55e-02  5.11e-02    3.58e-02  1.88e-02    3.40e-02  1.97e-02    1.2e-06
 818200    9.54e-02  1.80e-01    3.58e-02  7.25e-02    3.40e-02  2.73e-02    1.2e-06
 818300    9.44e-02  4.74e-02    3.53e-02  1.31e-02    3.39e-02  3.14e-02    1.2e-06
 818400    9.41e-02  6.19e-02    3.52e-02  2.17e-02    3.39e-02  2.86e-02    1.2e-06
 818500    9.51e-02  8.66e-02    3.57e-02  3.01e-02    3.40e-02  4.07e-02    1.2e-06
 818600    9.50e-02  6.20e-02    3.56e-02  1.63e-02    3.40e-02  4.27e-02    1.2e-06
 818700    9.38e-02  1.60e-01    3.51e-02  6.43e-02    3.39e-02  2.29e-02    1.2e-06
 818800    9.37e-02  3.55e-02    3.50e-02  5.40e-03    3.39e-02  2.96e-02    1.2e-06
 818900    9.32e-02  1.20e-01    3.48e-02  4.86e-02    3.39e-02  1.39e-02    1.2e-06
 819000    9.50e-02  3.11e-02    3.56e-02  9.22e-03    3.40e-02  1.92e-02    1.2e-06
 819100    9.68e-02  1.25e-01    3.64e-02  5.08e-02    3.41e-02  1.49e-02    1.2e-06
 819200    9.80e-02  3.97e-02    3.69e-02  1.46e-02    3.41e-02  1.57e-02    1.2e-06
